City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Puerto Baquerizo Moreno,EC,2021-06-27 00:21:32,-0.9,-89.6,71.71,79,29,9.48
279,Tyup,KG,2021-06-27 00:21:32,42.7276,78.3648,53.15,76,27,4.23
280,Husavik,IS,2021-06-27 00:21:33,66.0449,-17.3389,58.91,63,66,4.52
281,Salinas,US,2021-06-27 00:21:33,36.6777,-121.6555,92.57,65,1,16.11
282,Diego De Almagro,CL,2021-06-27 00:21:34,-26.3667,-70.05,51.33,66,100,1.07
283,Andros Town,BS,2021-06-27 00:21:34,24.7,-77.7667,80.56,70,15,16.13
284,Escarcega,MX,2021-06-27 00:21:34,18.6089,-90.7454,87.39,55,92,4.65
285,Tiksi,RU,2021-06-27 00:19:43,71.6872,128.8694,34.43,89,100,7.76
286,Sept-Iles,CA,2021-06-27 00:18:18,50.2001,-66.3821,61.32,89,75,1.99
287,Soyo,AO,2021-06-27 00:21:35,-6.1349,12.3689,73.06,94,46,5.1
288,Nambour,AU,2021-06-27 00:21:35,-26.6333,152.95,60.85,72,100,1.01
289,Yulara,AU,2021-06-27 00:21:35,-25.2406,130.9889,46.24,66,9,9.22
290,Esperance,AU,2021-06-27 00:21:36,-33.8667,121.9,44.6,81,0,16.11
291,Kyren,RU,2021-06-27 00:21:36,51.6828,102.1408,55.13,99,100,1.97
292,Ulladulla,AU,2021-06-27 00:21:36,-35.35,150.4667,60.67,54,1,5.61
293,Vestmannaeyjar,IS,2021-06-27 00:21:37,63.4427,-20.2734,48.09,91,58,8.3
294,Clyde River,CA,2021-06-27 00:21:37,70.4692,-68.5914,35.6,93,90,20.71
295,Rorvik,NO,2021-06-27 00:21:38,64.8621,11.2373,51.46,77,96,16.78
296,Nicoya,CR,2021-06-27 00:21:38,10.1483,-85.452,71.15,88,91,3.49
297,Atar,MR,2021-06-27 00:21:38,20.5169,-13.0499,95.05,12,12,5.21
298,Vardo,NO,2021-06-27 00:21:39,70.3705,31.1107,45.88,84,100,7.54
299,Cherepanovo,RU,2021-06-27 00:21:39,54.2222,83.381,52.14,91,91,5.17
300,Santa Vitoria Do Palmar,BR,2021-06-27 00:21:39,-33.5189,-53.3681,55.9,97,100,5.26
301,Beringovskiy,RU,2021-06-27 00:21:39,63.05,179.3167,39.33,89,56,4.45
302,Sur,OM,2021-06-27 00:21:40,22.5667,59.5289,83.89,60,0,12.75
303,Tukrah,LY,2021-06-27 00:21:40,32.5341,20.5791,82.15,43,0,6.85
304,Aviles,ES,2021-06-27 00:21:41,43.5547,-5.9248,61.0,94,90,8.05
305,Ust-Nera,RU,2021-06-27 00:21:41,64.5667,143.2,77.49,35,24,3.36
306,Bereda,ES,2021-06-27 00:21:41,43.2686,-7.5406,56.57,100,100,2.84
307,Lorengau,PG,2021-06-27 00:21:42,-2.0226,147.2712,83.82,71,66,6.2
308,San Joaquin,US,2021-06-27 00:21:42,37.9333,-121.3011,102.79,33,1,13.8
309,Asfi,MA,2021-06-27 00:21:42,32.2994,-9.2372,67.15,88,0,11.12
310,Changli,CN,2021-06-27 00:21:43,39.7042,119.1506,73.15,80,37,8.12
311,Buala,SB,2021-06-27 00:21:43,-8.145,159.5921,83.53,73,93,7.76
312,Arzgir,RU,2021-06-27 00:21:43,45.3728,44.2206,75.09,80,62,12.59
313,Pirai Do Sul,BR,2021-06-27 00:21:44,-24.5261,-49.9486,58.66,86,10,2.71
314,Aswan,EG,2021-06-27 00:21:44,24.0934,32.907,86.45,21,6,9.04
315,Borgustanskaya,RU,2021-06-27 00:21:44,44.0547,42.5288,62.4,93,98,4.27
316,Omboue,GA,2021-06-27 00:21:45,-1.5746,9.2618,72.79,92,98,7.61
317,Teguldet,RU,2021-06-27 00:21:45,57.3064,88.1667,51.33,93,99,6.55
318,Simao,CN,2021-06-27 00:21:45,22.7886,100.9748,67.78,98,97,1.97
319,Antsohihy,MG,2021-06-27 00:21:46,-14.8796,47.9875,65.37,87,2,2.84
320,Novokayakent,RU,2021-06-27 00:21:46,42.3937,47.9861,75.25,54,80,4.25
321,Dalbandin,PK,2021-06-27 00:21:46,28.8947,64.4101,82.6,15,0,6.51
322,Trinidad,BO,2021-06-27 00:21:47,-14.8333,-64.9,78.8,83,16,3.44
323,Vilhena,BR,2021-06-27 00:21:47,-12.7406,-60.1458,75.33,57,85,3.53
324,Spornoye,RU,2021-06-27 00:21:47,50.8448,37.2913,71.62,75,99,5.5
325,Sungairaya,ID,2021-06-27 00:21:48,0.7,108.9,77.67,88,100,4.21
326,Umm Lajj,SA,2021-06-27 00:17:16,25.0213,37.2685,84.11,47,1,10.89
327,Korla,CN,2021-06-27 00:21:48,41.7597,86.1469,75.45,17,1,11.07
328,Butterworth,MY,2021-06-27 00:21:49,5.3991,100.3638,80.64,87,20,2.3
329,Skjervoy,NO,2021-06-27 00:21:49,70.0311,20.9714,48.6,82,100,4.85
330,Creetown,GB,2021-06-27 00:21:49,54.9015,-4.3792,51.76,89,100,5.32
331,Nishihara,JP,2021-06-27 00:21:50,26.1842,127.7558,80.6,100,75,4.61
332,Muisne,EC,2021-06-27 00:21:50,0.6,-80.0333,76.1,84,90,8.5
333,Inhambane,MZ,2021-06-27 00:21:50,-23.865,35.3833,65.84,80,0,7.0
334,Eyl,SO,2021-06-27 00:21:51,7.9803,49.8164,77.4,76,94,20.89
335,Manokwari,ID,2021-06-27 00:21:51,-0.8667,134.0833,81.61,72,78,5.73
336,Brae,GB,2021-06-27 00:20:12,60.3964,-1.353,49.91,90,83,14.99
337,Port Said,EG,2021-06-27 00:18:59,31.2565,32.2841,79.02,76,0,5.08
338,Coolum Beach,AU,2021-06-27 00:21:51,-26.5333,153.1,61.11,68,100,7.99
339,Namibe,AO,2021-06-27 00:20:09,-15.1961,12.1522,67.3,73,49,7.09
340,Talara,PE,2021-06-27 00:21:52,-4.5772,-81.2719,65.88,88,38,11.95
341,Otjiwarongo,NA,2021-06-27 00:21:52,-20.4637,16.6477,49.17,54,3,3.69
342,Tete,MZ,2021-06-27 00:21:52,-16.1564,33.5867,66.63,46,1,1.16
343,Kombissiri,BF,2021-06-27 00:21:53,12.0656,-1.3375,75.2,83,0,6.91
344,Srednekolymsk,RU,2021-06-27 00:21:53,67.45,153.6833,82.0,24,82,4.7
345,Nuuk,GL,2021-06-27 00:21:53,64.1835,-51.7216,46.4,93,75,5.75
346,Batemans Bay,AU,2021-06-27 00:21:54,-35.7167,150.1833,60.91,51,2,5.37
347,Dwarka,IN,2021-06-27 00:21:54,22.2394,68.9678,83.73,70,95,14.12
348,Port Macquarie,AU,2021-06-27 00:21:54,-31.4333,152.9167,60.89,54,0,3.24
349,Pangnirtung,CA,2021-06-27 00:21:55,66.1451,-65.7125,39.72,98,100,0.25
350,Lakatoro,VU,2021-06-27 00:21:55,-16.0999,167.4164,81.09,64,36,16.71
351,Rawson,AR,2021-06-27 00:21:55,-43.3002,-65.1023,43.07,77,88,25.52
352,Ransang,PH,2021-06-27 00:21:56,8.9603,117.5828,82.81,71,78,2.08
353,Fuyu,CN,2021-06-27 00:21:56,45.1833,124.8167,68.32,85,99,6.91
354,Ust-Kuyga,RU,2021-06-27 00:21:57,70.0167,135.6,64.49,52,98,7.56
355,Batagay,RU,2021-06-27 00:21:57,67.6333,134.6333,83.59,28,20,8.99
356,Ust-Koksa,RU,2021-06-27 00:21:57,50.2696,85.6108,43.9,91,8,0.87
357,Kloulklubed,PW,2021-06-27 00:21:58,7.0419,134.2556,84.2,79,75,6.91
358,Shelburne,CA,2021-06-27 00:21:58,44.0787,-80.2041,78.69,82,100,17.92
359,Halifax,CA,2021-06-27 00:19:33,44.6453,-63.5724,69.42,93,98,4.0
360,Paragominas,BR,2021-06-27 00:21:58,-2.9667,-47.4833,75.99,74,89,5.5
361,Kitimat,CA,2021-06-27 00:21:59,54.0524,-128.6534,95.38,47,3,0.89
362,Deputatskiy,RU,2021-06-27 00:21:59,69.3,139.9,79.21,25,38,7.63
363,Aljezur,PT,2021-06-27 00:21:59,37.3191,-8.8033,60.94,94,13,10.16
364,Johi,PK,2021-06-27 00:22:00,26.6921,67.6133,89.44,52,0,7.67
365,Aojiang,CN,2021-06-27 00:22:00,22.9421,116.0359,81.01,80,66,13.85
366,Acarau,BR,2021-06-27 00:21:31,-2.8856,-40.12,77.14,79,2,6.69
367,Zhigansk,RU,2021-06-27 00:22:01,66.7697,123.3711,67.15,67,99,8.01
368,Antibes,FR,2021-06-27 00:20:07,43.5624,7.1278,71.08,82,0,8.05
369,Noumea,NC,2021-06-27 00:20:00,-22.2763,166.4572,76.98,99,41,6.44
370,Coahuayana,MX,2021-06-27 00:22:01,18.7333,-103.6833,81.88,94,100,6.46
371,Shenjiamen,CN,2021-06-27 00:22:01,29.9576,122.298,73.35,97,100,7.4
372,Nouakchott,MR,2021-06-27 00:22:02,18.0858,-15.9785,71.53,80,12,13.11
373,Berdigestyakh,RU,2021-06-27 00:22:02,62.0989,126.6992,76.46,41,66,2.59
374,Vallenar,CL,2021-06-27 00:22:03,-28.5708,-70.7581,58.12,59,0,1.88
375,Pangody,RU,2021-06-27 00:22:03,65.85,74.4859,48.34,57,61,3.62
376,Petawawa,CA,2021-06-27 00:22:03,45.9001,-77.3328,70.27,97,90,1.01
377,Contai,IN,2021-06-27 00:22:04,21.7786,87.7536,83.07,81,64,9.42
378,El Higo,MX,2021-06-27 00:22:04,21.7667,-98.4667,86.41,60,100,13.78
379,Selizharovo,RU,2021-06-27 00:22:04,56.8519,33.4487,62.49,95,80,2.95
380,Yumen,CN,2021-06-27 00:22:05,40.2833,97.2,75.18,35,83,10.27
381,Jalu,LY,2021-06-27 00:22:05,29.0331,21.5482,88.52,23,0,9.75
382,Vanavara,RU,2021-06-27 00:22:05,60.34,102.2797,59.7,65,31,9.44
383,Lazaro Cardenas,MX,2021-06-27 00:22:06,17.9583,-102.2,72.34,94,100,11.14
384,Spassk-Ryazanskiy,RU,2021-06-27 00:22:06,54.4072,40.3806,66.29,93,87,3.4
385,Massakory,TD,2021-06-27 00:22:06,12.996,15.7293,90.23,34,63,7.74
386,Yantzaza,EC,2021-06-27 00:22:07,-3.8278,-78.7594,66.79,98,69,1.28
387,Kazachinskoye,RU,2021-06-27 00:22:07,57.6953,93.2761,51.89,89,100,6.2
388,Minab,IR,2021-06-27 00:22:08,27.1467,57.0801,84.2,79,0,9.22
389,Sao Jose Da Coroa Grande,BR,2021-06-27 00:22:08,-8.8978,-35.1478,73.36,82,67,9.69
390,Kruisfontein,ZA,2021-06-27 00:19:42,-34.0033,24.7314,47.88,86,97,6.69
391,Moerai,PF,2021-06-27 00:22:08,-22.4333,-151.3333,76.44,82,100,6.71
392,Carutapera,BR,2021-06-27 00:22:08,-1.195,-46.02,75.27,90,12,5.3
393,Lagoa Da Prata,BR,2021-06-27 00:19:10,-20.0225,-45.5436,65.37,53,6,9.8
394,Palmer,US,2021-06-27 00:22:09,42.1584,-72.3287,78.4,72,90,7.0
395,Mattru,SL,2021-06-27 00:22:09,7.6244,-11.8332,73.29,97,97,2.51
396,Zyryanka,RU,2021-06-27 00:22:09,65.75,150.85,80.83,25,69,3.98
397,Antofagasta,CL,2021-06-27 00:20:09,-23.65,-70.4,58.28,83,100,6.76
398,Bilibino,RU,2021-06-27 00:22:10,68.0546,166.4372,71.15,29,100,0.34
399,Fairbanks,US,2021-06-27 00:19:18,64.8378,-147.7164,73.09,44,75,5.75
400,Iskateley,RU,2021-06-27 00:22:10,67.6803,53.1512,45.59,85,99,15.79
401,Saskylakh,RU,2021-06-27 00:19:46,71.9167,114.0833,47.79,51,82,5.37
402,Caldas,CO,2021-06-27 00:22:11,6.0911,-75.6357,66.92,95,70,2.82
403,Kartuzy,PL,2021-06-27 00:22:11,54.3342,18.1974,54.77,94,0,2.3
404,Maceio,BR,2021-06-27 00:21:05,-9.6658,-35.7353,72.84,83,0,3.44
405,Santa Isabel Do Rio Negro,BR,2021-06-27 00:22:12,-0.4139,-65.0192,75.06,90,20,2.57
406,Labytnangi,RU,2021-06-27 00:22:12,66.6572,66.4183,52.05,82,100,6.15
407,Okakarara,NA,2021-06-27 00:22:12,-20.5833,17.4333,52.27,39,1,3.65
408,Kyshtovka,RU,2021-06-27 00:22:13,56.555,76.6271,57.04,73,99,5.57
409,Churapcha,RU,2021-06-27 00:22:13,62.0025,132.4325,76.93,39,95,5.75
410,Lompoc,US,2021-06-27 00:22:03,34.6391,-120.4579,89.22,72,1,16.11
411,Gravdal,NO,2021-06-27 00:22:13,68.1214,13.5031,49.6,86,91,30.09
412,Mount Gambier,AU,2021-06-27 00:22:14,-37.8333,140.7667,52.7,86,28,2.3
413,Fortuna,US,2021-06-27 00:19:55,40.5982,-124.1573,70.93,72,20,1.99
414,Hatillo,PR,2021-06-27 00:22:14,18.4863,-66.8254,77.0,88,100,3.98
415,Sabak,MY,2021-06-27 00:22:14,3.7675,100.9875,77.0,94,20,3.42
416,Feldkirchen An Der Donau,AT,2021-06-27 00:22:15,48.3452,14.0513,66.52,77,85,3.44
417,Chapais,CA,2021-06-27 00:22:15,49.7834,-74.8492,64.18,97,100,6.08
418,Ierapetra,GR,2021-06-27 00:22:15,35.01,25.7353,80.01,65,0,2.3
419,Panindicuaro,MX,2021-06-27 00:22:16,19.9667,-101.7667,58.78,74,100,6.17
420,Sao Joao Da Barra,BR,2021-06-27 00:22:16,-21.6403,-41.0511,70.9,74,9,12.48
421,Aldan,RU,2021-06-27 00:22:16,58.6031,125.3894,62.42,88,76,3.15
422,Namtsy,RU,2021-06-27 00:22:17,62.7161,129.6658,78.8,36,0,2.24
423,Sao Felix Do Xingu,BR,2021-06-27 00:22:17,-6.6447,-51.995,77.7,56,55,1.79
424,Nobres,BR,2021-06-27 00:22:17,-14.7203,-56.3275,79.79,40,31,4.76
425,Matina,CR,2021-06-27 00:22:18,10.0761,-83.2895,77.0,94,90,6.91
426,Mehamn,NO,2021-06-27 00:22:18,71.0357,27.8492,45.95,92,100,3.98
427,Meadow Lake,US,2021-06-27 00:22:18,34.8014,-106.5436,87.28,27,48,20.83
428,Kota Kinabalu,MY,2021-06-27 00:17:19,5.9749,116.0724,80.58,83,20,4.61
429,Mikkeli,FI,2021-06-27 00:22:19,61.6886,27.2723,62.15,100,90,1.14
430,Naze,JP,2021-06-27 00:22:19,28.3667,129.4833,79.72,82,95,13.89
431,Thunder Bay,CA,2021-06-27 00:22:19,48.4001,-89.3168,70.99,70,90,2.3
432,Imbituba,BR,2021-06-27 00:22:20,-28.24,-48.6703,67.89,90,97,13.22
433,Abu Kamal,SY,2021-06-27 00:22:20,34.4506,40.9171,88.25,23,0,7.4
434,Hualmay,PE,2021-06-27 00:22:20,-11.0964,-77.6139,63.36,83,9,10.51
435,Collie,AU,2021-06-27 00:22:21,-33.3667,116.15,51.01,60,58,5.01
436,Rincon,US,2021-06-27 00:22:21,32.296,-81.2354,80.6,74,75,9.22
437,Manaure,CO,2021-06-27 00:19:56,11.7751,-72.4445,83.08,70,99,10.02
438,Nueve De Julio,AR,2021-06-27 00:19:42,-35.4444,-60.8831,40.71,76,35,8.28
439,Matara,LK,2021-06-27 00:22:22,5.9485,80.5353,76.48,90,100,11.43
440,Konstancin-Jeziorna,PL,2021-06-27 00:22:22,52.0938,21.1176,66.31,76,0,4.61
441,San Juan,AR,2021-06-27 00:22:22,-31.5375,-68.5364,44.44,38,39,8.14
442,Yenotayevka,RU,2021-06-27 00:22:23,47.2456,47.0281,78.51,46,34,6.08
443,Leiyang,CN,2021-06-27 00:22:23,26.4024,112.8591,83.25,78,100,8.1
444,Tavda,RU,2021-06-27 00:22:24,58.0425,65.2726,59.54,96,98,3.09
445,Kuryk,KZ,2021-06-27 00:22:24,43.2,51.65,86.72,31,8,10.09
446,Saraland,US,2021-06-27 00:22:24,30.8207,-88.0706,84.0,84,23,6.8
447,Benjamin Hill,MX,2021-06-27 00:22:24,30.1667,-111.1,99.28,10,0,9.73
448,Chara,RU,2021-06-27 00:22:25,56.9064,118.2631,72.3,57,100,1.57
449,Port-Gentil,GA,2021-06-27 00:22:25,-0.7193,8.7815,76.06,85,100,14.9
450,Alice Springs,AU,2021-06-27 00:22:25,-23.7,133.8833,45.95,76,0,8.05
451,Lakefield,US,2021-06-27 00:22:26,43.6775,-95.1717,68.0,94,75,8.05
452,Bardiyah,LY,2021-06-27 00:22:26,31.7561,25.0865,78.03,75,0,12.53
453,Dehloran,IR,2021-06-27 00:22:27,32.6941,47.2679,95.81,9,1,6.58
454,Ilulissat,GL,2021-06-27 00:19:35,69.2167,-51.1,44.62,76,20,5.75
455,Torrevieja,ES,2021-06-27 00:22:27,37.9787,-0.6822,72.34,83,40,6.02
456,Gwadar,PK,2021-06-27 00:22:27,25.1216,62.3254,82.35,78,47,6.2
457,Port Antonio,JM,2021-06-27 00:22:28,18.18,-76.4612,84.2,70,75,12.66
458,Bandarbeyla,SO,2021-06-27 00:22:28,9.4942,50.8122,77.61,75,98,28.1
459,Chihuahua,MX,2021-06-27 00:18:38,28.5,-106.0,94.03,19,23,5.06
460,Kencong,ID,2021-06-27 00:22:28,-8.2833,113.3667,76.78,89,74,1.77
461,Bubaque,GW,2021-06-27 00:22:29,11.2833,-15.8333,79.21,81,100,9.44
462,Havelock,US,2021-06-27 00:22:29,34.8791,-76.9013,79.0,84,82,1.01
463,Dunedin,NZ,2021-06-27 00:18:04,-45.8742,170.5036,52.81,90,99,1.01
464,Tonj,SS,2021-06-27 00:22:30,7.2737,28.6822,74.25,77,76,3.13
465,Sechura,PE,2021-06-27 00:22:30,-5.5569,-80.8222,69.71,71,51,16.42
466,Dryden,CA,2021-06-27 00:22:30,49.7833,-92.7503,64.69,82,40,8.05
467,Nadym,RU,2021-06-27 00:22:30,65.5333,72.5167,50.31,56,85,5.57
468,Yalutorovsk,RU,2021-06-27 00:22:31,56.6536,66.3006,60.89,96,65,3.27
469,Marigot,MF,2021-06-27 00:22:31,18.0667,-63.0833,81.75,76,100,20.36
470,Nakamura,JP,2021-06-27 00:22:31,32.9833,132.9333,68.41,98,100,3.83
471,Irbil,IQ,2021-06-27 00:22:32,36.1926,44.0106,78.62,14,0,3.44
472,Olafsvik,IS,2021-06-27 00:19:45,64.8945,-23.7142,47.93,88,81,11.3
473,Rudbar,AF,2021-06-27 00:22:32,30.15,62.6,80.08,19,0,10.6
474,Estelle,US,2021-06-27 00:22:33,29.8458,-90.1067,86.0,68,20,3.0
475,Totness,SR,2021-06-27 00:22:33,5.8833,-56.3167,76.95,88,35,11.52
476,Kahului,US,2021-06-27 00:19:35,20.8947,-156.47,89.62,37,40,20.71
477,Heihe,CN,2021-06-27 00:22:33,50.2441,127.4902,75.78,58,82,5.44
478,Ixtapa,MX,2021-06-27 00:22:34,20.7,-105.2,83.23,78,90,4.61
479,Ileza,RU,2021-06-27 00:22:34,61.0533,43.9002,63.45,98,68,2.68
480,Deder,ET,2021-06-27 00:22:34,9.3167,41.45,55.71,89,93,10.94
481,Pacific Grove,US,2021-06-27 00:22:35,36.6177,-121.9166,92.16,81,20,4.0
482,Lam Luk Ka,TH,2021-06-27 00:22:35,13.9323,100.7494,86.99,81,20,3.44
483,Skelleftea,SE,2021-06-27 00:22:35,64.7507,20.9528,53.96,61,68,4.61
484,Marrakesh,MA,2021-06-27 00:18:24,31.6315,-8.0083,75.27,57,0,3.44
485,Taoudenni,ML,2021-06-27 00:22:36,22.6783,-3.9836,102.6,8,2,6.42
486,Jiaohe,CN,2021-06-27 00:22:36,43.7286,127.3447,66.85,89,98,3.11
487,Impfondo,CG,2021-06-27 00:22:36,1.6381,18.0667,74.61,70,74,2.59
488,Ijui,BR,2021-06-27 00:22:37,-28.3878,-53.9147,59.0,94,90,16.11
489,Lukovetskiy,RU,2021-06-27 00:20:15,64.2956,41.9211,50.0,93,20,6.71
490,Mahon,ES,2021-06-27 00:22:37,39.8885,4.2658,68.56,88,0,1.14
491,Manaul,PH,2021-06-27 00:22:37,12.453,121.4107,83.28,74,98,4.07
492,Palmares Do Sul,BR,2021-06-27 00:22:38,-30.2578,-50.5097,61.63,97,100,6.11
493,Mukhen,RU,2021-06-27 00:22:38,48.1,136.1,76.93,59,27,5.37
494,Jaciara,BR,2021-06-27 00:22:38,-15.9653,-54.9683,73.33,36,4,3.27
495,Murgud,IN,2021-06-27 00:22:39,16.4,74.2,71.24,91,100,3.51
496,Havoysund,NO,2021-06-27 00:22:39,70.9963,24.6622,46.4,93,100,3.44
497,Nizhniy Kuranakh,RU,2021-06-27 00:22:39,58.8353,125.4869,64.36,90,93,2.42
498,Arman,RU,2021-06-27 00:22:40,59.7,150.1667,63.27,69,27,4.81
499,Cervo,ES,2021-06-27 00:22:40,43.6702,-7.4101,60.19,90,100,12.08
500,Neuquen,AR,2021-06-27 00:20:21,-38.9516,-68.0591,37.29,100,0,0.0
501,Bucerias,MX,2021-06-27 00:22:40,20.75,-105.3333,83.98,78,90,4.61
502,Adrar,MR,2021-06-27 00:19:30,20.5022,-10.0711,91.85,15,4,5.99
503,Price,US,2021-06-27 00:22:41,39.5994,-110.8107,82.72,29,40,10.36
504,Kande,TG,2021-06-27 00:22:41,9.9578,1.0447,71.94,87,91,3.74
505,Praia Da Vitoria,PT,2021-06-27 00:22:41,38.7333,-27.0667,68.25,83,40,6.13
506,Yuzhou,CN,2021-06-27 00:22:42,34.1628,113.4639,77.0,88,75,4.47
507,Yarmouth,US,2021-06-27 00:22:42,41.7057,-70.2286,75.45,93,90,10.0
508,Westport,US,2021-06-27 00:22:42,41.1415,-73.3579,79.29,87,1,1.01
509,San Jeronimo,PE,2021-06-27 00:22:43,-11.9472,-75.2829,48.56,72,16,5.64
510,Dobrinka,RU,2021-06-27 00:22:43,52.1653,40.4731,68.0,82,39,6.26
511,Quatre Cocos,MU,2021-06-27 00:22:44,-20.2078,57.7625,71.6,88,75,8.05
512,Rocha,UY,2021-06-27 00:22:44,-34.4833,-54.3333,52.84,97,96,7.47
513,Guiratinga,BR,2021-06-27 00:22:44,-16.3494,-53.7583,71.82,37,4,4.61
514,Anapskaya,RU,2021-06-27 00:22:44,44.89,37.38,68.23,88,20,6.71
515,Myaundzha,RU,2021-06-27 00:22:45,63.0494,147.1858,72.64,28,9,1.28
516,Kolo,PL,2021-06-27 00:22:45,52.2002,18.6387,61.25,75,1,5.28
517,Nakambala,ZM,2021-06-27 00:22:46,-15.8324,27.7799,58.1,53,4,4.29
518,Aksu,CN,2021-06-27 00:19:38,41.1231,80.2644,73.8,31,2,6.98
519,Saint-Joseph,RE,2021-06-27 00:22:46,-21.3667,55.6167,70.16,78,6,3.96
520,Haines Junction,CA,2021-06-27 00:22:46,60.7522,-137.5108,71.55,28,99,11.5
521,Marsh Harbour,BS,2021-06-27 00:22:46,26.5412,-77.0636,81.41,70,100,17.18
522,San Cristobal,VE,2021-06-27 00:22:47,7.7669,-72.225,73.58,96,84,2.24
523,Urusha,RU,2021-06-27 00:22:47,54.05,122.9,73.11,66,91,2.42
524,Goderich,CA,2021-06-27 00:22:48,43.7501,-81.7165,79.12,73,100,16.11
525,Tsiroanomandidy,MG,2021-06-27 00:22:48,-18.7667,46.0333,56.97,55,55,2.1
526,Makakilo City,US,2021-06-27 00:22:05,21.3469,-158.0858,83.68,58,20,9.22
527,Chernyshevskiy,RU,2021-06-27 00:22:48,63.0128,112.4714,69.75,46,88,3.94
528,Huazhou,CN,2021-06-27 00:22:49,21.6333,110.5833,84.42,75,100,4.36
529,Longyearbyen,SJ,2021-06-27 00:22:49,78.2186,15.6401,38.08,79,13,4.18
530,Yeppoon,AU,2021-06-27 00:22:49,-23.1333,150.7333,58.78,90,100,10.45
531,Kurchum,KZ,2021-06-27 00:22:50,48.5722,83.6542,55.33,66,86,6.87
532,Cabedelo,BR,2021-06-27 00:22:50,-6.9811,-34.8339,72.27,75,71,15.86
533,Codrington,AU,2021-06-27 00:22:50,-38.2667,141.9667,54.97,80,74,6.11
534,Arica,CL,2021-06-27 00:22:51,-18.475,-70.3042,61.03,72,90,5.75
535,Marzuq,YE,2021-06-27 00:22:51,14.4,46.4667,76.03,41,33,7.67
536,Podgornoye,RU,2021-06-27 00:22:52,51.735,39.1496,69.8,78,0,2.24
537,Vila,PT,2021-06-27 00:22:52,42.0304,-8.1588,53.74,91,100,1.88
538,Tandil,AR,2021-06-27 00:20:13,-37.3217,-59.1332,45.0,79,83,7.0
539,Milledgeville,US,2021-06-27 00:19:54,33.0801,-83.2321,87.91,68,40,0.0
540,Kargil,IN,2021-06-27 00:22:52,34.5667,76.1,47.97,57,37,4.03
541,Hirara,JP,2021-06-27 00:19:46,24.8,125.2833,88.07,89,75,11.5
542,Grakhovo,RU,2021-06-27 00:22:53,56.0502,51.9676,68.76,91,7,3.44
543,Muros,ES,2021-06-27 00:22:53,42.7762,-9.0603,59.0,85,100,5.39
544,Victoria Point,AU,2021-06-27 00:22:54,-27.5833,153.3,65.95,67,98,1.01
545,Ribeira Brava,PT,2021-06-27 00:22:54,32.65,-17.0667,64.0,83,7,3.0
546,Uporovo,RU,2021-06-27 00:22:54,56.3109,66.2693,61.48,97,68,3.85
547,Ahuimanu,US,2021-06-27 00:22:55,21.4447,-157.8378,84.85,59,1,10.36
548,Ginir,ET,2021-06-27 00:22:55,7.1333,40.7,55.24,91,97,5.75
549,Roma,US,2021-06-27 00:22:55,43.2128,-75.4557,84.34,57,1,6.91
550,Haldibari,IN,2021-06-27 00:22:56,26.3333,88.7667,79.52,88,72,2.06
551,Charters Towers,AU,2021-06-27 00:22:56,-20.1,146.2667,58.82,88,100,12.26
552,Chernaya Kholunitsa,RU,2021-06-27 00:21:11,58.8511,51.7154,58.89,92,12,0.36
553,Labuhan,ID,2021-06-27 00:22:56,-6.8844,112.2051,78.55,86,81,5.21
554,Pekan,MY,2021-06-27 00:22:57,3.4836,103.3996,75.31,91,34,4.54
555,Port Augusta,AU,2021-06-27 00:22:57,-32.5,137.7667,55.71,61,0,5.44
